,Reference Area,Time Period,Sex,Age group,Units of measurement,Observation Value,Continent
2209,Fiji,2003,Female,Not applicable,Percent,8.39959,Oceania
6097,Tonga,2005,Female,Not applicable,Percent,8.63441,Oceania
6100,Tonga,2000,All genders,Not applicable,Percent,8.870389999999999,Oceania
2207,Fiji,2007,All genders,Not applicable,Percent,8.977269999999999,Oceania
2205,Fiji,2008,All genders,Not applicable,Percent,9.05523,Oceania
2214,Fiji,2000,Female,Not applicable,Percent,9.14603,Oceania
5345,Samoa,2011,Male,Not applicable,Percent,9.33665,Oceania
5358,Samoa,2000,All genders,Not applicable,Percent,9.43008,Oceania
6096,Tonga,2005,All genders,Not applicable,Percent,9.60885,Oceania
5359,Samoa,1999,All genders,Not applicable,Percent,9.99606,Oceania
5347,Samoa,2011,All genders,Not applicable,Percent,10.049489999999999,Oceania
5357,Samoa,2002,All genders,Not applicable,Percent,10.2895,Oceania
6098,Tonga,2005,Male,Not applicable,Percent,10.56438,Oceania
2220,Fiji,1998,Female,Not applicable,Percent,10.62116,Oceania
5346,Samoa,2011,Female,Not applicable,Percent,10.73972,Oceania
2212,Fiji,2001,Female,Not applicable,Percent,10.94864,Oceania
2239,Fiji,1981,Female,Not applicable,Percent,11.124319999999999,Oceania
2226,Fiji,1992,Female,Not applicable,Percent,11.41431,Oceania
5360,Samoa,1999,Male,Not applicable,Percent,11.503730000000001,Oceania
2204,Fiji,2008,Female,Not applicable,Percent,11.66002,Oceania
5356,Samoa,2003,All genders,Not applicable,Percent,11.78467,Oceania
5353,Samoa,2006,All genders,Not applicable,Percent,11.81172,Oceania
2244,Fiji,1980,Female,Not applicable,Percent,11.82034,Oceania
2223,Fiji,1994,All genders,Not applicable,Percent,12.244060000000001,Oceania
3961,Marshall Islands,2008,Male,Not applicable,Percent,12.67995,Oceania
2242,Fiji,1980,All genders,Not applicable,Percent,13.27261,Oceania
6099,Tonga,2004,All genders,Not applicable,Percent,13.32081,Oceania
2222,Fiji,1998,All genders,Not applicable,Percent,13.46006,Oceania
2241,Fiji,1981,All genders,Not applicable,Percent,13.70672,Oceania
2224,Fiji,1992,All genders,Not applicable,Percent,13.804310000000001,Oceania
2216,Fiji,2000,All genders,Not applicable,Percent,13.90194,Oceania
3250,Kiribati,2003,Female,Not applicable,Percent,13.9349,Oceania
2243,Fiji,1980,Male,Not applicable,Percent,14.64276,Oceania
5355,Samoa,2004,All genders,Not applicable,Percent,14.783470000000001,Oceania
5354,Samoa,2005,All genders,Not applicable,Percent,15.27232,Oceania
2225,Fiji,1992,Male,Not applicable,Percent,15.9866,Oceania
2221,Fiji,1998,Male,Not applicable,Percent,16.02313,Oceania
2240,Fiji,1981,Male,Not applicable,Percent,16.11296,Oceania
5351,Samoa,2006,Male,Not applicable,Percent,16.40546,Oceania
2213,Fiji,2001,All genders,Not applicable,Percent,16.47351,Oceania
3959,Marshall Islands,2008,All genders,Not applicable,Percent,16.53218,Oceania
2218,Fiji,1999,Male,Not applicable,Percent,17.76183,Oceania
6505,Vanuatu,2007,Female,Not applicable,Percent,17.762610000000002,Oceania
5363,Samoa,1996,All genders,Not applicable,Percent,17.803279999999997,Oceania
3962,Marshall Islands,2007,All genders,Not applicable,Percent,17.85249,Oceania
2217,Fiji,1999,All genders,Not applicable,Percent,17.89997,Oceania
2219,Fiji,1999,Female,Not applicable,Percent,17.99214,Oceania
2215,Fiji,2000,Male,Not applicable,Percent,18.1482,Oceania
2238,Fiji,1983,Female,Not applicable,Percent,18.39839,Oceania
5364,Samoa,1994,All genders,Not applicable,Percent,19.54721,Oceania
5362,Samoa,1997,All genders,Not applicable,Percent,19.88692,Oceania
3960,Marshall Islands,2008,Female,Not applicable,Percent,20.46501,Oceania
5349,Samoa,2010,Female,Not applicable,Percent,20.94057,Oceania
2236,Fiji,1983,All genders,Not applicable,Percent,20.98903,Oceania
3249,Kiribati,2003,All genders,Not applicable,Percent,21.09494,Oceania
2211,Fiji,2001,Male,Not applicable,Percent,21.3551,Oceania
3966,Marshall Islands,2005,All genders,Not applicable,Percent,21.608710000000002,Oceania
3256,Kiribati,1987,All genders,Not applicable,Percent,21.86809,Oceania
3255,Kiribati,1995,All genders,Not applicable,Percent,22.04428,Oceania
6506,Vanuatu,2007,All genders,Not applicable,Percent,22.670460000000002,Oceania
5623,Solomon Islands,2012,Female,Not applicable,Percent,22.79705,Oceania
2227,Fiji,1986,Female,Not applicable,Percent,22.924310000000002,Oceania
2229,Fiji,1986,All genders,Not applicable,Percent,23.08362,Oceania
2228,Fiji,1986,Male,Not applicable,Percent,23.23538,Oceania
2237,Fiji,1983,Male,Not applicable,Percent,23.353260000000002,Oceania
5348,Samoa,2010,All genders,Not applicable,Percent,23.42941,Oceania
2232,Fiji,1985,Female,Not applicable,Percent,23.505010000000002,Oceania
2233,Fiji,1984,Female,Not applicable,Percent,23.57302,Oceania
5629,Solomon Islands,2010,Female,Not applicable,Percent,24.274420000000003,Oceania
2235,Fiji,1984,All genders,Not applicable,Percent,24.35011,Oceania
5631,Solomon Islands,2010,All genders,Not applicable,Percent,24.83472,Oceania
2234,Fiji,1984,Male,Not applicable,Percent,25.087979999999998,Oceania
5625,Solomon Islands,2012,All genders,Not applicable,Percent,25.11109,Oceania
5630,Solomon Islands,2010,Male,Not applicable,Percent,25.33469,Oceania
2230,Fiji,1985,All genders,Not applicable,Percent,25.56896,Oceania
5350,Samoa,2010,Male,Not applicable,Percent,25.7543,Oceania
5621,Solomon Islands,2013,Male,Not applicable,Percent,26.10041,Oceania
6508,Vanuatu,2006,Male,Not applicable,Percent,26.21772,Oceania
6502,Vanuatu,2008,Male,Not applicable,Percent,26.47253,Oceania
6509,Vanuatu,2006,All genders,Not applicable,Percent,26.48739,Oceania
6510,Vanuatu,2006,Female,Not applicable,Percent,26.70513,Oceania
6507,Vanuatu,2007,Male,Not applicable,Percent,26.99816,Oceania
5624,Solomon Islands,2012,Male,Not applicable,Percent,27.206090000000003,Oceania
3251,Kiribati,2003,Male,Not applicable,Percent,27.33578,Oceania
2231,Fiji,1985,Male,Not applicable,Percent,27.4787,Oceania
3964,Marshall Islands,2006,Female,Not applicable,Percent,27.58189,Oceania
3252,Kiribati,2001,Male,Not applicable,Percent,28.269170000000003,Oceania
5620,Solomon Islands,2013,All genders,Not applicable,Percent,28.540359999999996,Oceania
6503,Vanuatu,2008,All genders,Not applicable,Percent,28.547990000000002,Oceania
6511,Vanuatu,1999,Female,Not applicable,Percent,28.951390000000004,Oceania
3963,Marshall Islands,2006,All genders,Not applicable,Percent,29.26928,Oceania
3254,Kiribati,2001,All genders,Not applicable,Percent,30.55426,Oceania
3965,Marshall Islands,2006,Male,Not applicable,Percent,30.59075,Oceania
6504,Vanuatu,2008,Female,Not applicable,Percent,30.738090000000003,Oceania
5622,Solomon Islands,2013,Female,Not applicable,Percent,31.0601,Oceania
6512,Vanuatu,1999,All genders,Not applicable,Percent,31.08955,Oceania
6517,Vanuatu,1992,All genders,Not applicable,Percent,31.520229999999998,Oceania
3253,Kiribati,2001,Female,Not applicable,Percent,32.828109999999995,Oceania
6513,Vanuatu,1999,Male,Not applicable,Percent,33.03163,Oceania
5628,Solomon Islands,2011,Female,Not applicable,Percent,34.005990000000004,Oceania
5635,Solomon Islands,1991,All genders,Not applicable,Percent,36.255590000000005,Oceania
5626,Solomon Islands,2011,All genders,Not applicable,Percent,36.63412,Oceania
6514,Vanuatu,1994,Male,Not applicable,Percent,36.99115,Oceania
6515,Vanuatu,1994,All genders,Not applicable,Percent,38.68707,Oceania
5627,Solomon Islands,2011,Male,Not applicable,Percent,38.96099,Oceania
5636,Solomon Islands,1990,All genders,Not applicable,Percent,39.43858,Oceania
5650,Solomon Islands,1980,Male,Not applicable,Percent,39.74601,Oceania
6516,Vanuatu,1994,Female,Not applicable,Percent,40.53118,Oceania
5649,Solomon Islands,1981,Male,Not applicable,Percent,41.808690000000006,Oceania
5647,Solomon Islands,1981,All genders,Not applicable,Percent,45.01085,Oceania
5632,Solomon Islands,1994,All genders,Not applicable,Percent,45.28396,Oceania
5637,Solomon Islands,1986,Male,Not applicable,Percent,45.44554,Oceania
5644,Solomon Islands,1982,Male,Not applicable,Percent,45.99843,Oceania
5652,Solomon Islands,1980,All genders,Not applicable,Percent,46.02592,Oceania
4897,Papua New Guinea,1988,Male,Not applicable,Percent,46.99456,Oceania
5634,Solomon Islands,1992,All genders,Not applicable,Percent,47.44607,Oceania
5639,Solomon Islands,1986,All genders,Not applicable,Percent,47.89071,Oceania
4896,Papua New Guinea,1988,All genders,Not applicable,Percent,48.0007,Oceania
4900,Papua New Guinea,1987,Male,Not applicable,Percent,48.30365,Oceania
4901,Papua New Guinea,1987,All genders,Not applicable,Percent,48.61363,Oceania
4899,Papua New Guinea,1987,Female,Not applicable,Percent,49.00275,Oceania
5648,Solomon Islands,1981,Female,Not applicable,Percent,49.147729999999996,Oceania
4898,Papua New Guinea,1988,Female,Not applicable,Percent,49.23981,Oceania
4881,Papua New Guinea,1995,Male,Not applicable,Percent,49.53197,Oceania
5633,Solomon Islands,1993,All genders,Not applicable,Percent,49.968070000000004,Oceania
4891,Papua New Guinea,1990,Male,Not applicable,Percent,50.09551,Oceania
4878,Papua New Guinea,1996,Male,Not applicable,Percent,50.22535,Oceania
4883,Papua New Guinea,1994,All genders,Not applicable,Percent,50.33882,Oceania
5646,Solomon Islands,1982,All genders,Not applicable,Percent,50.726929999999996,Oceania
4882,Papua New Guinea,1995,All genders,Not applicable,Percent,50.78564,Oceania
4885,Papua New Guinea,1992,Male,Not applicable,Percent,50.94746,Oceania
5638,Solomon Islands,1986,Female,Not applicable,Percent,50.9616,Oceania
4877,Papua New Guinea,1996,All genders,Not applicable,Percent,51.55253,Oceania
4890,Papua New Guinea,1990,All genders,Not applicable,Percent,51.601820000000004,Oceania
4893,Papua New Guinea,1989,Female,Not applicable,Percent,52.08181,Oceania
4895,Papua New Guinea,1989,All genders,Not applicable,Percent,52.17973,Oceania
4894,Papua New Guinea,1989,Male,Not applicable,Percent,52.25759,Oceania
4880,Papua New Guinea,1995,Female,Not applicable,Percent,52.2644,Oceania
4884,Papua New Guinea,1992,All genders,Not applicable,Percent,52.53304,Oceania
4888,Papua New Guinea,1991,Male,Not applicable,Percent,52.544180000000004,Oceania
4879,Papua New Guinea,1996,Female,Not applicable,Percent,53.14571,Oceania
4892,Papua New Guinea,1990,Female,Not applicable,Percent,53.42134,Oceania
4889,Papua New Guinea,1991,All genders,Not applicable,Percent,53.577180000000006,Oceania
4875,Papua New Guinea,1997,Male,Not applicable,Percent,53.80426,Oceania
5651,Solomon Islands,1980,Female,Not applicable,Percent,53.97261999999999,Oceania
4886,Papua New Guinea,1992,Female,Not applicable,Percent,54.44956,Oceania
4876,Papua New Guinea,1997,All genders,Not applicable,Percent,54.51857,Oceania
4887,Papua New Guinea,1991,Female,Not applicable,Percent,54.823519999999995,Oceania
4874,Papua New Guinea,1997,Female,Not applicable,Percent,55.367219999999996,Oceania
5643,Solomon Islands,1983,Male,Not applicable,Percent,56.193290000000005,Oceania
5645,Solomon Islands,1982,Female,Not applicable,Percent,56.473209999999995,Oceania
5640,Solomon Islands,1984,All genders,Not applicable,Percent,58.585980000000006,Oceania
5641,Solomon Islands,1983,All genders,Not applicable,Percent,59.42281,Oceania
5642,Solomon Islands,1983,Female,Not applicable,Percent,63.35819,Oceania
5755,Suriname,2008,Female,Not applicable,Percent,0.37783,South America
179,Argentina,2007,Female,Not applicable,Percent,0.57222,South America
1332,Chile,2011,Female,Not applicable,Percent,0.6416,South America
1331,Chile,2011,All genders,Not applicable,Percent,1.33246,South America
1335,Chile,2010,Male,Not applicable,Percent,1.7688,South America
167,Argentina,2011,Female,Not applicable,Percent,1.98785,South America
1330,Chile,2011,Male,Not applicable,Percent,1.99225,South America
1334,Chile,2010,All genders,Not applicable,Percent,2.06593,South America
1333,Chile,2010,Female,Not applicable,Percent,2.3731,South America
184,Argentina,2006,Female,Not applicable,Percent,2.85206,South America
168,Argentina,2011,All genders,Not applicable,Percent,2.90276,South America
735,Bolivia,2012,Female,Not applicable,Percent,2.95181,South America
6406,Uruguay,2008,Female,Not applicable,Percent,3.06027,South America
734,Bolivia,2012,All genders,Not applicable,Percent,3.26918,South America
192,Argentina,2003,Female,Not applicable,Percent,3.27696,South America
733,Bolivia,2012,Male,Not applicable,Percent,3.5649900000000003,South America
169,Argentina,2011,Male,Not applicable,Percent,3.78609,South America
6411,Uruguay,2007,Female,Not applicable,Percent,3.90965,South America
6405,Uruguay,2009,Female,Not applicable,Percent,3.9846199999999996,South America
6452,Uruguay,1992,Female,Not applicable,Percent,4.01957,South America
185,Argentina,2005,Female,Not applicable,Percent,4.12439,South America
173,Argentina,2009,Female,Not applicable,Percent,4.14328,South America
6455,Uruguay,1990,All genders,Not applicable,Percent,4.14652,South America
180,Argentina,2007,All genders,Not applicable,Percent,4.17582,South America
166,Argentina,2012,Female,Not applicable,Percent,4.35671,South America
6454,Uruguay,1991,All genders,Not applicable,Percent,4.51123,South America
191,Argentina,2003,All genders,Not applicable,Percent,4.5839099999999995,South America
6412,Uruguay,2006,Female,Not applicable,Percent,4.62946,South America
174,Argentina,2009,All genders,Not applicable,Percent,4.67612,South America
6418,Uruguay,2004,Female,Not applicable,Percent,4.69174,South America
6407,Uruguay,2008,All genders,Not applicable,Percent,4.8215900000000005,South America
172,Argentina,2010,Female,Not applicable,Percent,4.96001,South America
183,Argentina,2006,All genders,Not applicable,Percent,5.11841,South America
175,Argentina,2009,Male,Not applicable,Percent,5.19353,South America
6404,Uruguay,2009,All genders,Not applicable,Percent,5.25636,South America
2722,Guyana,2011,Female,Not applicable,Percent,5.28236,South America
5750,Suriname,2013,Female,Not applicable,Percent,5.37006,South America
165,Argentina,2012,All genders,Not applicable,Percent,5.4320699999999995,South America
